0;0;0;0;5;
1;0;0;0;12;
0;0;0;0;10;
0;0;0;0;2;
1;0;0;0;2;
0;0;0;0;0;
0;0;0;0;6;
8;0;0;0;0;
11;13;15;0;0;
0;0;0;0;0;
0;0;0;0;8;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
2;0;1;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
8;0;0;0;1;
33;11;2;0;0;
58;24;8;0;0;
189;61;29;2;0;
156;95;72;0;2;
194;87;72;0;0;
135;68;83;2;0;
87;81;65;0;0;
48;31;44;2;0;
5;9;5;0;0;
18;17;16;0;0;
46;50;57;0;2;
38;16;19;0;0;
29;24;28;0;0;
27;27;26;0;0;
78;65;49;3;0;
127;91;67;0;0;
2;8;53;2;3;
0;0;0;0;0;
0;0;0;1;0;
0;1;0;0;8;
0;0;0;0;11;
0;0;0;0;15;
1;0;0;0;2;
0;0;0;0;1;
1;0;0;0;4;
0;0;0;0;9;
0;0;0;2;3;
1;0;0;0;8;
5;0;0;0;8;
1;0;0;0;18;
1;0;0;0;29;
0;2;0;0;13;
3;0;0;2;6;
0;0;0;0;13;
0;0;0;0;24;
2;0;0;1;16;
0;0;0;0;6;
0;0;0;0;12;
0;1;1;3;5;
1;0;0;0;9;
1;0;0;0;2;
2;0;0;0;2;
0;0;0;0;8;
1;0;0;0;3;
0;0;0;0;9;
4;0;1;1;11;
6;0;0;0;8;
1;0;0;0;10;
0;0;0;0;9;
1;0;0;0;7;
3;0;3;0;7;
0;0;0;0;8;
0;0;0;0;13;
0;0;0;0;5;
1;0;0;0;2;
0;0;0;0;16;
0;0;0;0;15;
0;0;0;0;7;
0;0;0;0;13;
0;0;2;1;10;
0;0;2;3;15;
0;0;0;0;12;
1;0;0;0;14;
0;0;1;1;2;
8;0;0;0;3;
16;0;0;0;0;
1;1;0;0;7;
1;0;0;0;0;
2;0;0;0;0;
2;1;0;4;5;
1;0;0;5;8;
0;0;0;0;0;
3;0;0;0;0;
3;0;0;1;1;
0;1;2;0;0;
2;0;0;0;0;
0;0;0;0;0;
2;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
3;0;0;0;0;
0;0;0;0;2;
5;0;0;0;2;
5;0;0;0;3;
4;0;0;0;1;
0;0;0;0;6;
0;0;0;3;1;
1;0;1;2;0;
0;0;0;1;0;
2;0;0;0;0;
6;3;0;0;4;
0;0;0;3;10;
1;0;2;5;0;
0;5;0;5;0;
0;0;0;0;0;
0;0;0;1;2;
3;0;0;1;3;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
4;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
2;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
5;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;1;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
2;0;0;0;0;
1;0;0;0;0;
2;0;0;0;0;
4;0;0;0;0;
1;2;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;1;0;
3;0;0;0;0;
4;1;1;0;0;
11;0;0;0;0;
6;2;0;1;0;
1;2;2;0;0;
7;1;2;1;0;
24;3;6;12;0;
5;4;9;28;4;
15;8;23;52;3;
24;1;1;2;3;
13;1;0;0;0;
18;0;0;0;0;
11;0;0;0;0;
17;0;0;0;0;
6;0;0;0;0;
6;1;2;0;0;
5;5;5;8;0;
3;1;10;12;0;
11;1;9;6;0;
34;5;13;9;0;
48;7;23;37;0;
20;13;34;67;0;
16;2;10;15;2;
15;0;0;5;0;
15;1;11;9;0;
13;3;8;10;0;
2;1;3;22;0;
12;4;4;6;0;
12;0;5;5;0;
8;2;2;24;1;
5;0;1;0;1;
11;0;1;2;2;
18;15;26;0;0;
21;19;19;0;0;
2;3;4;0;0;
3;0;4;0;0;
1;0;0;0;3;
1;0;3;12;18;
0;0;0;2;2;
1;0;3;1;2;
1;0;1;0;0;
0;0;1;1;0;
4;2;0;0;1;
12;4;1;1;1;
20;13;13;1;0;
6;0;2;0;19;
1;0;1;0;10;
4;1;0;2;2;
1;1;2;3;12;
4;0;1;2;11;
4;1;1;5;1;
4;0;1;1;7;
49;3;0;1;3;
16;11;17;1;0;
0;4;10;1;1;
0;0;1;6;0;
0;1;0;2;3;
1;0;1;2;11;
14;8;5;2;1;
16;0;0;2;1;
5;0;0;0;10;
5;0;2;4;2;
86;37;2;0;3;
70;45;50;0;0;
59;28;29;0;0;
39;11;36;0;0;
35;19;21;0;0;
17;9;13;7;1;
11;2;8;12;19;
38;0;6;7;32;
56;48;35;1;0;
40;54;45;0;0;
3;0;2;2;7;
1;0;7;14;8;
3;0;2;12;7;
8;0;2;6;4;
2;0;0;8;21;
26;0;5;7;4;
83;47;36;0;1;
61;64;54;5;0;
1;2;3;21;17;
6;0;1;6;18;
1;0;2;15;13;
1;5;2;5;11;
10;1;5;15;10;
7;5;2;7;5;
18;0;4;13;23;
118;68;35;3;0;
67;25;46;0;0;
24;21;26;1;0;
19;3;13;0;0;
2;4;9;0;0;
7;0;0;0;0;
6;0;0;0;0;
2;0;0;3;0;
0;0;0;0;0;
1;1;0;0;0;
2;0;1;0;0;
2;1;1;0;0;
4;0;0;1;0;
7;0;0;0;0;
13;3;0;0;0;
19;3;7;0;0;
23;10;11;0;0;
16;9;1;0;0;
9;10;10;1;0;
20;5;0;0;1;
11;0;0;0;0;
15;20;20;0;0;
0;0;0;0;0;
0;0;4;4;1;
1;0;5;3;8;
0;0;0;0;0;
3;0;0;0;0;
1;0;3;0;1;
32;0;0;0;3;
63;57;21;1;0;
91;99;47;1;0;
36;44;75;173;6;
53;24;52;113;6;
26;36;66;83;2;
9;16;61;87;0;
23;9;9;46;0;
29;23;61;80;10;
16;9;30;121;7;
9;13;59;82;6;
8;16;29;90;3;
21;7;54;67;0;
4;7;24;45;4;
14;9;18;35;7;
4;5;17;54;0;
11;1;17;46;1;
23;1;28;39;1;
26;13;51;91;6;
26;2;39;104;6;
7;13;29;51;14;
18;10;39;76;11;
14;29;37;69;0;
20;8;26;70;2;
11;6;42;39;7;
9;26;37;46;11;
12;6;29;57;3;
15;15;20;72;3;
16;11;21;82;6;
17;10;27;78;3;
10;6;15;73;3;
24;7;14;66;3;
20;10;9;27;7;
30;14;1;16;4;
14;7;11;0;0;
155;41;13;0;0;
10;30;62;40;0;
4;8;34;77;0;
3;6;34;84;0;
4;15;19;41;0;
4;13;15;48;0;
8;13;20;47;0;
9;5;20;50;0;
6;8;13;59;0;
0;1;28;74;0;
3;11;26;67;0;
1;2;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;4;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
2;1;0;2;0;
2;0;0;0;0;
1;0;0;1;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;1;
44;0;0;0;0;
12;1;0;0;0;
0;0;0;0;0;
8;0;0;0;0;
16;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
2;0;0;0;0;
0;0;3;0;0;
7;7;10;0;0;
0;0;0;0;0;
4;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
4;0;0;0;0;
5;0;0;0;0;
9;0;2;0;0;
3;0;0;0;0;
0;6;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
3;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
3;0;0;0;0;
0;0;0;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
3;0;0;0;0;
3;0;0;0;2;
